"ISSN","TITULO","AREA DE AVALIACAO","ESTRATO"
"2179-8834","REUNA (ON LINE)","MEDICINA I","C"
"2175-3598","REV BRAS CRESCIMENTO DESENVOLVIMENTO HUMANO","MEDICINA I","B4"
"2236-6814","REV. RESIDENCIA PEDIATRICA","MEDICINA I","C"
"1052-9276","REVIEWS IN MEDICAL VIROLOGY (PRINT)","MEDICINA I","A1"
"1523-6161","REVIEWS IN UROLOGY","MEDICINA I","B5"
"1984-3577","REVINTER","MEDICINA I","C"
"1981-4178","REVISTA ACADEMICA : CIENCIAS AGRARIAS E AMBIENTAIS (PUCPR. IMPRESSO)","MEDICINA I","C"
"0103-989X","REVISTA ACADEMICA. CIENCIAS AGRARIAS E AMBIENTAIS","MEDICINA I","C"
"2237-5643","REVISTA ACREDITACAO","MEDICINA I","C"
"2318-1419","REVISTA AMAZONIA SCIENCE & HEALTH","MEDICINA I","C"
"0102-2105","REVISTA AMRIGS","MEDICINA I","B4"
"1888-7546","REVISTA ANDALUZA DE MEDICINA DEL DEPORTE","MEDICINA I","B4"
"0034-7000","REVISTA ARGENTINA DE CARDIOLOGIA (IMPRESA)","MEDICINA I","B4"
"0326-4610","REVISTA ARGENTINA DE ENDOCRINOLOGIA Y METABOLISMO (1983)","MEDICINA I","B4"
"0325-7541","REVISTA ARGENTINA DE MICROBIOLOGIA","MEDICINA I","B3"
"2178-8650","REVISTA BAIANA DE ENFERMAGEM","MEDICINA I","C"
"0100-0233","REVISTA BAIANA DE SAUDE PUBLICA","MEDICINA I","C"
"1415-7411","REVISTA BIOCIENCIAS (TAUBATE)","MEDICINA I","C"
"2175-3393","REVISTA BIOETHIKOS","MEDICINA I","C"
"1983-8042","REVISTA BIOETICA (IMPRESSO)","MEDICINA I","B5"
"1983-8034","REVISTA BIOETICA (ONLINE)","MEDICINA I","B5"
"0103-2259","REVISTA BRASILEIRA DE ALERGIA E IMUNOPATOLOGIA","MEDICINA I","C"
"0370-369X","REVISTA BRASILEIRA DE ANALISES CLINICAS","MEDICINA I","C"
"0034-7094","REVISTA BRASILEIRA DE ANESTESIOLOGIA (IMPRESSO)","MEDICINA I","B3"
"1806-907X","REVISTA BRASILEIRA DE ANESTESIOLOGIA (ONLINE)","MEDICINA I","B3"
"0370-369X","REVISTA BRASILEIRA DE ANALISES CLINICAS","MEDICINA I","C"
"2317-1634","REVISTA BRASILEIRA DE ATIVIDADE FISICA E SAUDE","MEDICINA I","C"
"1413-3482","REVISTA BRASILEIRA DE ATIVIDADE FISICA E SAUDE","MEDICINA I","C"
"1679-2343","REVISTA BRASILEIRA DE BIOCIENCIAS (IMPRESSO)","MEDICINA I","C"
"1518-8191","REVISTA BRASILEIRA DE BIOMECANICA","MEDICINA I","C"
"1983-0823","REVISTA BRASILEIRA DE BIOMETRIA","MEDICINA I","C"
"2176-9745","REVISTA BRASILEIRA DE CANCEROLOGIA","MEDICINA I","C"
"2176-9745","REVISTA BRASILEIRA DE CANCEROLOGIA","MEDICINA I","C"
"2177-6024","REVISTA BRASILEIRA DE CARDIOLOGIA","MEDICINA I","C"
"2177-7772","REVISTA BRASILEIRA DE CARDIOLOGIA","MEDICINA I","C"
"2177-7772","REVISTA BRASILEIRA DE CARDIOLOGIA (ONLINE)","MEDICINA I","C"
"2179-8397","REVISTA BRASILEIRA DE CARDIOLOGIA INVASIVA","MEDICINA I","B4"
"2179-8397","REVISTA BRASILEIRA DE CARDIOLOGIA INVASIVA","MEDICINA I","B4"
"0104-1843","REVISTA BRASILEIRA DE CARDIOLOGIA INVASIVA","MEDICINA I","B4"
"1415-8426","REVISTA BRASILEIRA DE CINEANTROPOMETRIA & DESEMPENHO HUMANO (IMPRESSO)","MEDICINA I","B4"
"1415-8426","REVISTA BRASILEIRA DE CINEANTROPOMETRIA & DESEMPENHO HUMANO (ONLINE)","MEDICINA I","B4"
"0102-7638","REVISTA BRASILEIRA DE CIRURGIA CARDIOVASCULAR (IMPRESSO)","MEDICINA I","B3"
"0100-2171","REVISTA BRASILEIRA DE CIRURGIA DA CABECA E PESCOCO (IMPRESSO)","MEDICINA I","C"
"1983-5175","REVISTA BRASILEIRA DE CIRURGIA PLASTICA","MEDICINA I","B5"
"2177-1235","REVISTA BRASILEIRA DE CIRURGIA PLASTICA (ONLINE)","MEDICINA I","B5"
"1806-9061","REVISTA BRASILEIRA DE CIENCIA AVICOLA","MEDICINA I","B5"
"0103-1716","REVISTA BRASILEIRA DE CIENCIA E MOVIMENTO","MEDICINA I","C"
"1413-0130","REVISTA BRASILEIRA DE CIENCIA VETERINARIA (IMPRESSO)","MEDICINA I","C"
"2317-6032","REVISTA BRASILEIRA DE CIENCIAS DA SAUDE","MEDICINA I","C"
"1415-2177","REVISTA BRASILEIRA DE CIENCIAS DA SAUDE","MEDICINA I","C"
"2178-0137","REVISTA BRASILEIRA DE CIENCIAS DA SAUDE","MEDICINA I","C"
"1678-054X","REVISTA BRASILEIRA DE CIENCIAS DA SAUDE (IMES)","MEDICINA I","C"
"0101-3289","REVISTA BRASILEIRA DE CIENCIAS DO ESPORTE","MEDICINA I","B4"
"2175-3598","REVISTA BRASILEIRA DE CRESCIMENTO E DESENVOLVIMENTO HUMANO","MEDICINA I","B4"
"0104-1282","REVISTA BRASILEIRA DE CRESCIMENTO E DESENVOLVIMENTO HUMANO","MEDICINA I","B4"
"0104-1282","REVISTA BRASILEIRA DE CRESCIMENTO E DESENVOLVIMENTO HUMANO (IMPRESSO)","MEDICINA I","B4"
"2238-1686","REVISTA BRASILEIRA DE DICAS EM ODONTOLOGIA","MEDICINA I","C"
"1984-3038","REVISTA BRASILEIRA DE ECOCARDIOGRAFIA E IMAGEM CARDIOVASCULAR","MEDICINA I","C"
"1981-4690","REVISTA BRASILEIRA DE EDUCACAO FISICA E ESPORTE","MEDICINA I","B5"
"1980-5470","REVISTA BRASILEIRA DE EDUCACAO ESPECIAL","MEDICINA I","B5"
"1807-5509","REVISTA BRASILEIRA DE EDUCACAO FISICA E ESPORTE","MEDICINA I","B5"
"1807-5509","REVISTA BRASILEIRA DE EDUCACAO FISICA E ESPORTE (IMPRESSO)","MEDICINA I","B5"
"0100-5502","REVISTA BRASILEIRA DE EDUCACAO MEDICA (IMPRESSO)","MEDICINA I","B5"
"1981-5271","REVISTA BRASILEIRA DE EDUCACAO MEDICA (ONLINE)","MEDICINA I","B5"
"0034-7167","REVISTA BRASILEIRA DE ENFERMAGEM","MEDICINA I","B3"
"1984-0446","REVISTA BRASILEIRA DE ENFERMAGEM","MEDICINA I","B3"
"0034-7167","REVISTA BRASILEIRA DE ENFERMAGEM (IMPRESSO)","MEDICINA I","B3"
"1517-3151","REVISTA BRASILEIRA DE ENGENHARIA BIOMEDICA","MEDICINA I","B4"
"1980-5497","REVISTA BRASILEIRA DE EPIDEMIOLOGIA","MEDICINA I","B3"
"1415-790X","REVISTA BRASILEIRA DE EPIDEMIOLOGIA","MEDICINA I","B3"
"1415-790X","REVISTA BRASILEIRA DE EPIDEMIOLOGIA (IMPRESSO)","MEDICINA I","B3"
"1415-790X","REVISTA BRASILEIRA DE EPIDEMIOLOGIA (IMPRESSO)","MEDICINA I","B3"
"2358-0399","REVISTA BRASILEIRA DE EXTENSAO UNIVERSITARIA","MEDICINA I","C"
"1981-528X","REVISTA BRASILEIRA DE FARMACOGNOSIA","MEDICINA I","B5"
"1981-528X","REVISTA BRASILEIRA DE FARMACOGNOSIA","MEDICINA I","B5"
"2176-0667","REVISTA BRASILEIRA DE FARMACIA (ON LINE)","MEDICINA I","C"
"2176-0667","REVISTA BRASILEIRA DE FARMACIA / BRAZILIAN JOURNAL OF PHARMACY","MEDICINA I","C"
"2179-5924","REVISTA BRASILEIRA DE FARMACIA HOSPITALAR E SERVICOS DE SAUDE","MEDICINA I","C"
"2179-5924","REVISTA BRASILEIRA DE FARMACIA HOSPITALAR E SERVICOS DE SAUDE","MEDICINA I","C"
"1677-8510","REVISTA BRASILEIRA DE FISIOLOGIA DO EXERCICIO","MEDICINA I","C"
"1413-3555","REVISTA BRASILEIRA DE FISIOTERAPIA (IMPRESSO)","MEDICINA I","B3"
"1809-9246","REVISTA BRASILEIRA DE FISIOTERAPIA (ONLINE)","MEDICINA I","B3"
"1983-7194","REVISTA BRASILEIRA DE FUTEBOL","MEDICINA I","C"
"2176-8978","REVISTA BRASILEIRA DE FISICA MEDICA (IMPRESSO)","MEDICINA I","C"
"1981-2256","REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA","MEDICINA I","B5"
"1981-2256","REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA","MEDICINA I","B5"
"1809-9823","REVISTA BRASILEIRA DE GERIATRIA E GERONTOLOGIA (UNATI. IMPRESSO)","MEDICINA I","B5"
"1806-4892","REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS (SAO PAULO. IMPRESSO)","MEDICINA I","B4"
"1806-9339","REVISTA BRASILEIRA DE GINECOLOGIA E OBSTETRICIA","MEDICINA I","B3"
"0100-7203","REVISTA BRASILEIRA DE GINECOLOGIA E OBSTETRICIA (IMPRESSO)","MEDICINA I","B3"
"1516-8484","REVISTA BRASILEIRA DE HEMATOLOGIA E HEMOTERAPIA","MEDICINA I","B3"
"1516-8484","REVISTA BRASILEIRA DE HEMATOLOGIA E HEMOTERAPIA (IMPRESSO)","MEDICINA I","B3"
"1806-0870","REVISTA BRASILEIRA DE HEMATOLOGIA E HEMOTERAPIA (ONLINE)","MEDICINA I","B3"
"1519-7522","REVISTA BRASILEIRA DE HIPERTENSAO","MEDICINA I","C"
"1414-5685","REVISTA BRASILEIRA DE INFORMATICA NA EDUCACAO","MEDICINA I","C"
"2236-1103","REVISTA BRASILEIRA DE INOVACAO TECNOLOGICA EM SAUDE","MEDICINA I","C"
"0104-8058","REVISTA BRASILEIRA DE MASTOLOGIA","MEDICINA I","C"
"1983-2176","REVISTA BRASILEIRA DE MEDICINA","MEDICINA I","C"
"1809-5909","REVISTA BRASILEIRA DE MEDICINA DA FAMILIA E COMUNIDADE","MEDICINA I","C"
"2179-7994","REVISTA BRASILEIRA DE MEDICINA DE FAMILIA E COMUNIDADE","MEDICINA I","C"
"2179-7994","REVISTA BRASILEIRA DE MEDICINA DE FAMILIA E COMUNIDADE","MEDICINA I","C"
"1517-8692","REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (IMPRESSO)","MEDICINA I","B4"
"1806-9940","REVISTA BRASILEIRA DE MEDICINA DO ESPORTE (ONLINE)","MEDICINA I","B4"
"1679-4435","REVISTA BRASILEIRA DE MEDICINA DO TRABALHO","MEDICINA I","B4"
"0100-2430","REVISTA BRASILEIRA DE MEDICINA VETERINARIA","MEDICINA I","B4"
"0101-8469","REVISTA BRASILEIRA DE NEUROLOGIA","MEDICINA I","B4"
"1414-0365","REVISTA BRASILEIRA DE NEUROLOGIA E PSIQUIATRIA","MEDICINA I","B4"
"0103-7196","REVISTA BRASILEIRA DE NUTRICAO CLINICA","MEDICINA I","C"
"1981-9927","REVISTA BRASILEIRA DE NUTRICAO ESPORTIVA","MEDICINA I","C"
"1981-9919","REVISTA BRASILEIRA DE OBESIDADE, NUTRICAO E EMAGRECIMENTO","MEDICINA I","C"
"0034-7272","REVISTA BRASILEIRA DE ODONTOLOGIA","MEDICINA I","B5"
"0034-7280","REVISTA BRASILEIRA DE OFTALMOLOGIA (IMPRESSO)","MEDICINA I","B4"
"2255-4971","REVISTA BRASILEIRA DE ORTOPEDIA","MEDICINA I","B4"
"0102-3616","REVISTA BRASILEIRA DE ORTOPEDIA","MEDICINA I","B4"
"0102-3616","REVISTA BRASILEIRA DE ORTOPEDIA (IMPRESSO)","MEDICINA I","B4"
"0034-7299","REVISTA BRASILEIRA DE OTORRINOLARINGOLOGIA (IMPRESSO)","MEDICINA I","B4"
"1806-9312","REVISTA BRASILEIRA DE OTORRINOLARINGOLOGIA (ONLINE)","MEDICINA I","B4"
"0103-846X","REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA (IMPRESSO)","MEDICINA I","B3"
"1984-2961","REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA (ONLINE)","MEDICINA I","B3"
"2237-4574","REVISTA BRASILEIRA DE PATOLOGIA DO TRATO GENITAL INFERIOR","MEDICINA I","C"
"2175-3946","REVISTA BRASILEIRA DE PESQUISA EM SAUDE","MEDICINA I","C"
"1983-084X","REVISTA BRASILEIRA DE PLANTAS MEDICINAIS","MEDICINA I","B4"
"1516-0572","REVISTA BRASILEIRA DE PLANTAS MEDICINAIS (IMPRESSO)","MEDICINA I","B4"
"1981-9900","REVISTA BRASILEIRA DE PRESCRICAO E FISIOLOGIA DO EXERCICIO","MEDICINA I","C"
"2319-0361","REVISTA BRASILEIRA DE PSICOLOGIA","MEDICINA I","C"
"1809-452X","REVISTA BRASILEIRA DE PSIQUIATRIA","MEDICINA I","B2"
"1516-4446","REVISTA BRASILEIRA DE PSIQUIATRIA (SAO PAULO)","MEDICINA I","B2"
"1516-4446","REVISTA BRASILEIRA DE PSIQUIATRIA (SAO PAULO. 1999. IMPRESSO)","MEDICINA I","B2"
"1982-1883","REVISTA BRASILEIRA DE QUEIMADURAS","MEDICINA I","C"
"2179-7676","REVISTA BRASILEIRA DE QUIROPRAXIA - BRAZILIAN JOURNAL OF CHIROPRACTIC","MEDICINA I","C"
"1809-3000","REVISTA BRASILEIRA DE REPRODUCAO ANIMAL","MEDICINA I","C"
"0482-5004","REVISTA BRASILEIRA DE REUMATOLOGIA","MEDICINA I","B3"
"0482-5004","REVISTA BRASILEIRA DE REUMATOLOGIA","MEDICINA I","B3"
"2255-5021","REVISTA BRASILEIRA DE REUMATOLOGIA","MEDICINA I","B3"
"0482-5004","REVISTA BRASILEIRA DE REUMATOLOGIA (IMPRESSO)","MEDICINA I","B3"
"1806-9304","REVISTA BRASILEIRA DE SAUDE MATERNO INFANTIL","MEDICINA I","B4"
"1519-3829","REVISTA BRASILEIRA DE SAUDE MATERNO INFANTIL (IMPRESSO)","MEDICINA I","B4"
"0303-7657","REVISTA BRASILEIRA DE SAUDE OCUPACIONAL","MEDICINA I","B5"
"1982-3541","REVISTA BRASILEIRA DE TERAPIA COMPORTAMENTAL E COGNITIVA (ONLINE)","MEDICINA I","C"
"1982-4335","REVISTA BRASILEIRA DE TERAPIA INTENSIVA","MEDICINA I","B3"
"0103-507X","REVISTA BRASILEIRA DE TERAPIA INTENSIVA (IMPRESSO)","MEDICINA I","B3"
"1808-5687","REVISTA BRASILEIRA DE TERAPIAS COGNITIVAS (IMPRESSO)","MEDICINA I","B5"
"0104-8317","REVISTA BRASILEIRA E LATINO - AMERICANA DE MARCAPASSO E ARRITMIA","MEDICINA I","C"
"1806-1230","REVISTA BRASILEIRA EM PROMOCAO DA SAUDE (ONLINE)","MEDICINA I","C"
"1806-1222","REVISTA BRASILEIRA EM PROMOCAO DA SAUDE (PRINT)","MEDICINA I","C"
"1415-3580","REVISTA BRASILEIRA MULTIDISCIPLINAR - REBRAM (UNIARA)","MEDICINA I","C"
"1516-1846","REVISTA CEFAC (IMPRESSO)","MEDICINA I","B5"
"1982-0216","REVISTA CEFAC (ONLINE)","MEDICINA I","B5"
"2175-7275","REVISTA CEREUS","MEDICINA I","C"
"0719-7551","REVISTA CHILENA DE DERECHO DEL TRABAJO Y DE LA SEGURIDAD SOCIAL","MEDICINA I","C"
"0716-1018","REVISTA CHILENA DE INFECTOLOGIA (IMPRESA)","MEDICINA I","B3"
"0716-4491","REVISTA CHILENA DE NEUROCIRUGIA","MEDICINA I","C"
"0717-7518","REVISTA CHILENA DE NUTRICION","MEDICINA I","B3"
"0716-1549","REVISTA CHILENA DE NUTRICION (IMPRESA)","MEDICINA I","B3"
"2179-4200","REVISTA CIENTIFICA DA FACULDADE DE EDUCACAO E MEIO AMBIENTE","MEDICINA I","C"
"1679-7353","REVISTA CIENTIFICA ELETRONICA DE MEDICINA VETERINARIA","MEDICINA I","C"
"1980-0622","REVISTA CIENCIA E SAUDE","MEDICINA I","C"
"1679-4605","REVISTA CIENCIA EM EXTENSAO","MEDICINA I","C"
"2176-1477","REVISTA CIENCIAS & IDEIAS","MEDICINA I","C"
"2236-3785","REVISTA CIENCIAS EM SAUDE","MEDICINA I","C"
"1677-5090","REVISTA CIENCIAS MEDICAS E BIOLOGICAS","MEDICINA I","C"
"0718-5391","REVISTA CLINICA DE PERIODONCIA, IMPLANTOLOGIA Y REHABILITACION ORAL","MEDICINA I","B5"
"0120-9957","REVISTA COLOMBIANA DE GASTROENTEROLOGIA","MEDICINA I","B4"
"2176-8501","REVISTA CONHECIMENTO ONLINE","MEDICINA I","C"
"2178-7514","REVISTA CPAQV","MEDICINA I","C"
"1561-297X","REVISTA CUBANA DE ESTOMATOLOGIA","MEDICINA I","B4"
"0034-7507","REVISTA CUBANA DE ESTOMATOLOGIA (IMPRESA)","MEDICINA I","B4"
"0375-0760","REVISTA CUBANA DE MEDICINA TROPICAL (IMPRESA)","MEDICINA I","B4"
"1518-2630","REVISTA DA ABEM","MEDICINA I","C"
"1807-5428","REVISTA DA ACADEMIA FLUMINENSE DE MEDICINA","MEDICINA I","C"
"1679-1363","REVISTA DA AJURIS","MEDICINA I","C"
"0102-2105","REVISTA DA AMRIGS","MEDICINA I","B4"
"0101-5311","REVISTA DA ASSOCIACAO BRASILEIRA DE PSIQUIATRIA","MEDICINA I","C"
"1806-9282","REVISTA DA ASSOCIACAO MEDICA BRASILEIRA","MEDICINA I","B3"
"0104-4230","REVISTA DA ASSOCIACAO MEDICA BRASILEIRA","MEDICINA I","B3"
"0104-4230","REVISTA DA ASSOCIACAO MEDICA BRASILEIRA","MEDICINA I","B3"
"0104-4230","REVISTA DA ASSOCIACAO MEDICA BRASILEIRA (1992. IMPRESSO)","MEDICINA I","B3"
"0104-4230","REVISTA DA ASSOCIACAO MEDICA BRASILEIRA (1992. IMPRESSO)","MEDICINA I","B3"
"1984-5154","REVISTA DA BIOLOGIA","MEDICINA I","C"
"0103-3948","REVISTA DA EDUCACAO FISICA (UEM. IMPRESSO)","MEDICINA I","B4"
"1983-3083","REVISTA DA EDUCACAO FISICA (UEM. ONLINE)","MEDICINA I","B4"
"1980-220X","REVISTA DA ESCOLA DE ENFERMAGEM DA USP","MEDICINA I","B4"
"0080-6234","REVISTA DA ESCOLA DE ENFERMAGEM DA USP","MEDICINA I","B4"
"1980-220X","REVISTA DA ESCOLA DE ENFERMAGEM DA USP (ONLINE)","MEDICINA I","B4"
"2447-3413","REVISTA DA ESDM","MEDICINA I","C"
"1984-4840","REVISTA DA FACULDADE DE CIENCIAS MEDICAS DE SOROCABA","MEDICINA I","C"
"1984-4840","REVISTA DA FACULDADE DE CIENCIAS MEDICAS DE SOROCABA","MEDICINA I","C"
"1517-8242","REVISTA DA FACULDADE DE CIENCIAS MEDICAS DE SOROCABA (IMPRESSO)","MEDICINA I","C"
"1413-4012","REVISTA DA FACULDADE DE ODONTOLOGIA. UNIVERSIDADE DE PASSO FUNDO","MEDICINA I","C"
"2175-6783","REVISTA DA REDE DE ENFERMAGEM DO NORDESTE - REV RENE","MEDICINA I","C"
"1415-6725","REVISTA DA SOCIEDADE BRASILEIRA DE CANCEROLOGIA","MEDICINA I","C"
"2238-1589","REVISTA DA SOCIEDADE BRASILEIRA DE CIENCIA EM ANIMAIS DE LABORATORIO","MEDICINA I","C"
"1679-1010","REVISTA DA SOCIEDADE BRASILEIRA DE CLINICA MEDICA","MEDICINA I","C"
"0037-8682","REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL (IMPRESSO)","MEDICINA I","B3"
"0103-8559","REVISTA DA SOCIEDADE DE CARDIOLOGIA DO ESTADO DE SAO PAULO","MEDICINA I","C"
"1809-6700","REVISTA DA SOCIEDADE DE CARDIOLOGIA DO RIO GRANDE DO SUL","MEDICINA I","C"
"2318-9983","REVISTA DA SORBI","MEDICINA I","C"
"1807-0329","REVISTA DA UNIVERSIDADE ESTADUAL DE MARINGA (ON LINE)","MEDICINA I","B5"
"2236-5362","REVISTA DA UNIVERSIDADE VALE DO RIO VERDE","MEDICINA I","C"
"1679-5350","REVISTA DE ADMINISTRACAO DA UNIMEP","MEDICINA I","C"
"0034-7612","REVISTA DE ADMINISTRACAO PUBLICA (IMPRESSO)","MEDICINA I","B4"
"2236-1197","REVISTA DE ADMINISTRACAO UEG","MEDICINA I","C"
"1516-7704","REVISTA DE APS (IMPRESSO)","MEDICINA I","C"
"1809-8363","REVISTA DE APS (ONLINE)","MEDICINA I","C"
"1886-5887","REVISTA DE BIOETICA Y DERECHO","MEDICINA I","B5"
"1679-5458","REVISTA DE CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL (IMPRESSO)","MEDICINA I","C"
"1808-5210","REVISTA DE CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL (ONLINE)","MEDICINA I","C"
"1519-8022","REVISTA DE CIENCIA & TECNOLOGIA (UNIG)","MEDICINA I","C"
"1677-6062","REVISTA DE CIENCIAS AGRO-AMBIENTAIS (ONLINE)","MEDICINA I","C"
"1516-7534","REVISTA DE CIENCIAS DA SAUDE (SAO LUIS)","MEDICINA I","C"
"1808-4532","REVISTA DE CIENCIAS FARMACEUTICAS BASICA E APLICADA","MEDICINA I","B4"
"1808-4532","REVISTA DE CIENCIAS FARMACEUTICAS BASICA E APLICADA","MEDICINA I","B4"
"2178-4582","REVISTA DE CIENCIAS HUMANAS","MEDICINA I","C"
"2175-6805","REVISTA DE CULTURA E EXTENSAO","MEDICINA I","C"
"2179-6645","REVISTA DE EDUCACAO CONTINUADA EM MEDICINA VETERINARIA E ZOOTECNIA DO CRMV-SP","MEDICINA I","C"
"2179-7692","REVISTA DE ENFERMAGEM DA UFSM","MEDICINA I","C"
"2236-6091","REVISTA DE ENFERMAGEM DO CENTRO OESTE MINEIRO (RECOM)","MEDICINA I","C"
"1981-8963","REVISTA DE ENFERMAGEM UFPE ON LINE","MEDICINA I","C"
"1981-8963","REVISTA DE ENFERMAGEM UFPE ON LINE","MEDICINA I","C"
"2238-3360","REVISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECCAO","MEDICINA I","C"
"2238-3360","REVISTA DE EPIDEMIOLOGIA E CONTROLE DE INFECCAO","MEDICINA I","C"
"1516-3911","REVISTA DE ESTUDOS AMBIENTAIS","MEDICINA I","C"
"0375-0906","REVISTA DE GASTROENTEROLOGIA DE MEXICO","MEDICINA I","B4"
"1022-5129","REVISTA DE GASTROENTEROLOGIA DEL PERU (IMPRESA)","MEDICINA I","B4"
"2525-376X","REVISTA DE GRADUACAO DA USP","MEDICINA I","C"
"2248-6518","REVISTA DE LA ALAD","MEDICINA I","C"
"0375-1066","REVISTA DE LA FACULTAD DE CIENCIAS MEDICAS, UNIVERSIDAD CENTRAL DEL ECUADOR","MEDICINA I","C"
"0120-386X","REVISTA DE LA FACULTAD NACIONAL DE SALUD PUBLICA","MEDICINA I","B5"
"1315-2556","REVISTA DE LA SOCIEDAD VENEZOLANA DE MICROBIOLOGIA","MEDICINA I","B5"
"0214-4603","REVISTA DE LOGOPEDIA, FONIATRIA Y AUDIOLOGIA (ED. IMPRESA)","MEDICINA I","B4"
"1679-9836","REVISTA DE MEDICINA (SAO PAULO. ONLINE)","MEDICINA I","C"
"0034-8554","REVISTA DE MEDICINA (USP)","MEDICINA I","C"
"2447-6595","REVISTA DE MEDICINA DA UFC (ONLINE)","MEDICINA I","C"
"0100-1302","REVISTA DE MEDICINA DA UNIVERSIDADE FEDERAL DO CEARA","MEDICINA I","C"
"1980-4431","REVISTA DE NEGOCIOS (ONLINE)","MEDICINA I","C"
"0104-3579","REVISTA DE NEUROCIENCIAS (EPM. IMPRESSO)","MEDICINA I","B4"
"0210-0010","REVISTA DE NEUROLOGIA (ED. IMPRESA)","MEDICINA I","B3"
"1415-5273","REVISTA DE NUTRICAO","MEDICINA I","B4"
"1678-9865","REVISTA DE NUTRICAO","MEDICINA I","B4"
"1415-5273","REVISTA DE NUTRICAO (IMPRESSO)","MEDICINA I","B4"
"0103-1627","REVISTA DE NUTRICAO DA PUCCAMP","MEDICINA I","B5"
"1984-3011","REVISTA DE NUTROLOGIA / INTERNATIONAL JOURNAL OF NUTROLOGY","MEDICINA I","C"
"0101-1774","REVISTA DE ODONTOLOGIA DA UNESP (IMPRESSO)","MEDICINA I","B4"
"1807-2577","REVISTA DE ODONTOLOGIA DA UNESP (ONLINE)","MEDICINA I","B4"
"1808-8120","REVISTA DE ODONTOLOGIA DA UNICID","MEDICINA I","C"
"0301-0406","REVISTA DE PATOLOGIA TROPICAL","MEDICINA I","C"
"0301-0406","REVISTA DE PATOLOGIA TROPICAL (IMPRESSO)","MEDICINA I","C"
"1980-8178","REVISTA DE PATOLOGIA TROPICAL (ONLINE)","MEDICINA I","C"
"1676-1014","REVISTA DE PEDIATRIA SOPERJ","MEDICINA I","C"
"2238-2704","REVISTA DE PESQUISA EM FISIOTERAPIA","MEDICINA I","C"
"2236-6288","REVISTA DE PESQUISA EM SAUDE / JOURNAL OF HEALTH RESEARCH","MEDICINA I","C"
"2175-5361","REVISTA DE PESQUISA: CUIDADO E FUNDAMENTAL (ONLINE)","MEDICINA I","C"
"1809-6107","REVISTA DE PESQUISA: CUIDADO E FUNDAMENTAL","MEDICINA I","C"
"1980-6906","REVISTA DE PSICOLOGIA : TEORIA E PRATICA (ONLINE)","MEDICINA I","B5"
"2175-5027","REVISTA DE PSICOLOGIA DA IMED","MEDICINA I","C"
"0254-9247","REVISTA DE PSICOLOGIA (LIMA)","MEDICINA I","B4"
"1132-239X","REVISTA DE PSICOLOGIA DEL DEPORTE","MEDICINA I","B2"
"0101-6083","REVISTA DE PSIQUIATRIA CLINICA (SAO PAULO. IMPRESSO)","MEDICINA I","B3"
"0101-8108","REVISTA DE PSIQUIATRIA DO RIO GRANDE DO SUL (IMPRESSO)","MEDICINA I","B4"
"1677-7522","REVISTA DE SAUDE COLETIVA DA UEFS","MEDICINA I","C"
"2175-5698","REVISTA DE SAUDE DA CRIANCA E DO ADOLESCENTE","MEDICINA I","C"
"2357-7908","REVISTA DE SAUDE DO HOSPITAL SANTA IZABEL","MEDICINA I","C"
"0034-8910","REVISTA DE SAUDE PUBLICA (IMPRESSO)","MEDICINA I","B2"
"1518-8787","REVISTA DE SAUDE PUBLICA (ONLINE)","MEDICINA I","B2"
"0034-8910","REVISTA DE SAUDE PUBLICA (USP. IMPRESSO)","MEDICINA I","B2"
"1415-9104","REVISTA DE TERAPIA OCUPACIONAL DA UNIVERSIDADE DE SAO PAULO","MEDICINA I","C"
"2179-1589","REVISTA DE TRABALHOS ACADEMICOS","MEDICINA I","C"
"2236-918X","REVISTA DEBATES EM PSIQUIATRIA","MEDICINA I","C"
"0100-6991","REVISTA DO COLEGIO BRASILEIRO DE CIRURGIOES (IMPRESSO)","MEDICINA I","B4"
"1809-4546","REVISTA DO COLEGIO BRASILEIRO DE CIRURGIOES (ONLINE)","MEDICINA I","B4"
"1413-3326","REVISTA DO CROMG","MEDICINA I","C"
"2177-3556","REVISTA DO DERC","MEDICINA I","C"
"2177-3564","REVISTA DO DERC","MEDICINA I","C"
"0041-8781","REVISTA DO HOSPITAL DAS CLINICAS (USP. IMPRESSO)","MEDICINA I","B4"
"1678-9946","REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO","MEDICINA I","B2"
"0036-4665","REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO (IMPRESSO)","MEDICINA I","B2"
"0036-4665","REVISTA DO INSTITUTO MEDICINA TROPICAL","MEDICINA I","B2"
"1806-0013","REVISTA DOR","MEDICINA I","B5"
"1806-0013","REVISTA DOR","MEDICINA I","B5"
